Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,mvp score
Precious Achiuwa\achiupr01,C,22,TOR,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2,-0.6,-2.6,-0.2,1,
Steven Adams\adamsst01,C,28,MEM,76,75,26.3,2.8,5.1,0.547,0,0,0,2.8,5,0.548,0.547,1.4,2.6,0.543,4.6,5.4,10,3.4,0.9,0.8,1.5,2,6.9,17.6,0.56,0.003,0.518,17.9,22,19.9,16.1,1.6,2.7,19.6,12,3.8,3,6.8,0.163,1,1,2,2,1,
Bam Adebayo\adebaba01,C,24,MIA,56,56,32.6,7.3,13,0.557,0,0.1,0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,1,
Nickeil Alexander-Walker\alexani01,SG,23,TOT,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,10.5,0.475,0.497,0.16,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,-1.1,1.1,0.1,0.003,-1.8,-1.1,-2.9,-0.3,1,
Grayson Allen\allengr01,SG,26,MIL,66,61,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.5,2.7,0.533,0.588,1,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1,12.7,0.609,0.684,0.13,1.9,10.9,6.5,7.6,1.2,1,6.7,15.2,2.8,1.4,4.2,0.11,0.6,-0.2,0.5,1.1,1,
Jarrett Allen\allenja01,C,23,CLE,56,56,32.3,6.6,9.7,0.677,0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,23,0.698,0.018,0.428,12,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3,8.5,0.225,2.7,1.2,3.9,2.7,1,
Giannis Antetokounmpo\antetgi01,PF,27,MIL,67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15,0.616,0.582,8.3,11.4,0.722,2,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4,12.2,34.9,9.2,3.7,12.9,0.281,7.6,3.5,11.2,7.4,1,
Cole Anthony\anthoco01,PG,21,ORL,65,65,31.7,5.5,14,0.391,2,6,0.338,3.5,8,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,-0.1,1.7,1.6,0.038,-0.6,-0.6,-1.2,0.4,1,
OG Anunoby\anunoog01,SF,24,TOR,48,48,36,6.4,14.5,0.443,2.4,6.6,0.363,4,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4,5.5,2.6,1.5,0.5,1.7,2.7,17.1,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.104,0.4,0.1,0.5,1.1,1,
Deandre Ayton\aytonde01,C,23,PHO,58,58,29.5,7.6,12,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,21.9,0.656,0.027,0.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,4.1,3.1,7.3,0.203,2.2,0.6,2.8,2.1,1,
Marvin Bagley III\baglema01,PF,22,TOT,48,25,23.9,4.7,9.3,0.504,0.5,2,0.237,4.2,7.3,0.579,0.53,1.4,2.1,0.663,2.2,4.9,7,0.8,0.5,0.4,0.8,1.9,11.3,15.7,0.551,0.217,0.226,9.7,22.6,16,5.2,0.9,1.4,7.4,19.8,1.2,0.9,2,0.085,-0.5,-1.8,-2.3,-0.1,1,
LaMelo Ball\ballla01,PG,20,CHO,75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,19.7,0.554,0.451,0.194,4.7,17.4,11,35.7,2.4,1.2,15.3,28.2,3.4,2.5,5.8,0.116,3.3,0.2,3.4,3.3,1,
Lonzo Ball\balllo01,PG,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,0.8,1.4,2.2,0.088,0.9,1.6,2.5,1.4,1,
Mo Bamba\bambamo01,C,23,ORL,71,69,25.7,4.2,8.7,0.48,1.5,4,0.381,2.7,4.7,0.563,0.566,0.8,1,0.781,2.1,6,8.1,1.2,0.5,1.7,1.1,2.6,10.6,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1,5.9,10.6,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,1,
Desmond Bane\banede01,SF,23,MEM,76,76,29.8,6.7,14.5,0.461,3,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,1,
Harrison Barnes\barneha02,PF,29,SAC,77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,15.7,0.623,0.432,0.495,3.4,14.9,9.1,10.5,1,0.5,10.4,18.8,5,1,6,0.112,1.5,-1.3,0.2,1.4,1,
Scottie Barnes\barnesc01,PF,20,TOR,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19,3.7,2.9,6.6,0.122,0.5,0.4,0.9,1.9,1,
RJ Barrett\barrerj01,SF,21,NYK,70,70,34.5,7,17.1,0.408,2,5.8,0.342,5,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3,0.6,0.2,2.2,2,20,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,1,
Will Barton\bartowi01,SG,31,DEN,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,1,
Nicolas Batum\batumni01,PF,33,LAC,59,54,24.8,3,6.6,0.463,1.8,4.6,0.4,1.2,2,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1,0.7,0.7,1.4,8.3,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9,13.3,1.6,2.1,3.7,0.123,0.5,1.8,2.3,1.6,1,
Darius Bazley\bazleda01,PF,21,OKC,69,53,27.9,4,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1,5.3,6.3,1.4,0.8,1,1.3,1,10.8,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,-0.5,2.2,1.8,0.044,-2.1,0.3,-1.8,0.1,1,
Bradley Beal\bealbr01,SG,28,WAS,40,40,36,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,0.492,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,17.5,0.539,0.272,0.263,3,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2,-1.2,0.8,1,1,
DeAndre' Bembry\bembrde01,SF,27,TOT,56,20,18.3,2.2,3.9,0.561,0.3,0.6,0.417,1.9,3.3,0.589,0.595,0.4,0.6,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2,5.1,11.9,0.601,0.163,0.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,1.1,1.1,2.2,0.104,-2.2,1.5,-0.7,0.3,1,
DeAndre' Bembry\bembrde01,SF,27,BRK,48,20,19.8,2.5,4.4,0.568,0.3,0.8,0.417,2.2,3.7,0.599,0.603,0.4,0.7,0.6,0.8,2.4,3.2,1.3,1,0.5,0.6,2.2,5.8,12.4,0.609,0.169,0.164,4.5,12.8,8.7,8.5,2.4,2.4,11.6,11.7,1.1,1.1,2.1,0.108,-2,1.6,-0.4,0.4,1,
Patrick Beverley\beverpa01,PG,33,MIN,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3,9.2,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,1,
Saddiq Bey\beysa01,SF,22,DET,82,82,33,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,14,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4,0.071,0.9,-1.2,-0.3,1.2,1,
Khem Birch\birchkh01,C,29,TOR,55,28,18,1.8,3.6,0.485,0,0.3,0,1.8,3.4,0.522,0.485,1,1.3,0.746,2.2,2.1,4.3,1,0.5,0.5,0.5,1.9,4.5,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2,1,
Eric Bledsoe\bledser01,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,12.5,0.514,0.348,0.25,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,-0.5,1.8,1.3,0.047,-2.1,1.3,-0.8,0.4,1,
Bogdan Bogdanovi?\bogdabo01,SG,29,ATL,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4,3.1,1.1,0.2,1.1,2.1,15.1,15.4,0.562,0.578,0.145,1.7,13,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,1,
Bojan Bogdanovi?\bogdabo02,PF,32,UTA,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0,1.7,1.7,18.1,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0,1.1,1,
Devin Booker\bookede01,SG,25,PHO,68,68,34.5,9.7,20.9,0.466,2.7,7,0.383,7,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5,4.8,1.1,0.4,2.4,2.6,26.8,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1,9.3,32,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,1,
Avery Bradley\bradlav01,SG,31,LAL,62,45,22.7,2.4,5.6,0.423,1.3,3.4,0.39,1.1,2.3,0.471,0.54,0.3,0.3,0.889,0.5,1.7,2.2,0.8,0.9,0.1,0.6,1.9,6.4,7.8,0.55,0.6,0.051,2.4,8,5.2,4.5,1.8,0.6,9.6,12.1,0.3,0.9,1.2,0.04,-3.5,-0.1,-3.6,-0.6,1,
Mikal Bridges\bridgmi01,SF,25,PHO,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,14.4,0.627,0.364,0.183,2.9,10,6.5,8.7,1.6,1.1,6.8,15,5.2,3.7,8.9,0.15,0.5,1.1,1.6,2.6,1,
Miles Bridges\bridgmi02,PF,23,CHO,80,80,35.5,7.5,15.2,0.491,1.9,5.8,0.331,5.5,9.4,0.59,0.554,3.3,4.2,0.802,1.1,5.9,7,3.8,0.9,0.8,1.9,2.4,20.2,17.9,0.593,0.383,0.274,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,5,2.3,7.2,0.123,1.8,-0.3,1.5,2.5,1,
Oshae Brissett\brissos01,SF,23,IND,67,25,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4,0.465,0.493,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,12.9,0.53,0.468,0.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,1.4,0.9,2.2,0.069,-0.5,-1.7,-2.2,-0.1,1,
Malcolm Brogdon\brogdma01,PG,29,IND,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2,19.1,18,0.557,0.343,0.308,3,14.3,8.6,26.9,1.2,1,11.1,24.6,2.2,0.4,2.7,0.106,2.8,-0.5,2.3,1.3,1,
Dillon Brooks\brookdi01,SF,26,MEM,32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,15.5,0.515,0.283,0.202,3.4,8.8,6,15.4,1.9,0.8,8,28.8,0.7,0.9,1.6,0.087,-1,-0.8,-1.8,0,1,
Bruce Brown\brownbr01,SF,25,BRK,72,45,24.6,3.6,7,0.506,0.5,1.3,0.404,3,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9,15,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15,2.8,2,4.8,0.13,-0.4,1.1,0.7,1.2,1,
Jaylen Brown\brownja02,SF,25,BOS,66,66,33.6,8.7,18.4,0.473,2.5,7,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,1,
Jalen Brunson\brunsja01,PG,25,DAL,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0,1.6,1.9,16.3,17.1,0.583,0.25,0.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,4.9,2.7,7.5,0.143,0.9,0,0.9,1.9,1,
Reggie Bullock\bullore01,SF,30,DAL,68,37,28,3,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,9.2,0.558,0.782,0.096,1.9,12.2,7,6.1,1.1,0.7,7.1,13.3,1.2,2,3.2,0.08,-1.4,0,-1.4,0.3,1,
Alec Burks\burksal01,SG,30,NYK,81,44,28.6,3.5,9,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3,1,0.3,1.1,2.7,11.7,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,1,
Jimmy Butler\butleji01,SF,32,MIA,57,57,33.9,7,14.5,0.48,0.5,2,0.233,6.5,12.5,0.52,0.496,6.9,8,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4,1,
Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,12.6,0.568,0.492,0.186,2,10.3,6.2,9.1,1.8,0.9,9.8,19,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,1,
Clint Capela\capelca01,C,27,ATL,74,73,27.6,5,8.2,0.613,0,0,0,5,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,21.4,0.604,0.002,0.28,15,31.9,23.5,6.6,1.3,4.1,6.1,15.5,5.6,2.7,8.3,0.195,2.2,-0.1,2,2.1,1,
Wendell Carter Jr.\cartewe01,C,22,ORL,62,61,29.9,5.8,11,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15,18.4,0.601,0.313,0.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,2.6,2.4,5,0.129,1,0.6,1.6,1.7,1,
Amir Coffey\coffeam01,SG,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,2.3,1.5,3.8,0.116,-0.3,0,-0.3,0.7,1,
John Collins\collijo01,PF,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1,1.1,3,16.2,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1,3,7.7,20.5,3.6,1.4,5.1,0.146,1.5,0,1.5,1.5,1,
Mike Conley\conlemi01,PG,34,UTA,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,4.4,2.3,6.7,0.157,2.4,0.7,3.1,2.7,1,
Robert Covington\covinro01,PF-SF,31,TOT,71,42,27.3,2.9,7,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,12.4,0.572,0.681,0.139,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.8,0.2,1.1,1,
Robert Covington\covinro01,PF,31,POR,48,40,29.8,2.7,7,0.381,1.6,4.8,0.343,1,2.2,0.462,0.499,0.6,0.8,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6,10,0.519,0.685,0.107,3,18.6,10.5,6.7,2.5,4.3,14.2,12.4,-0.3,1.4,1.1,0.037,-2.9,1.6,-1.3,0.3,1,
Jae Crowder\crowdja01,PF,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,11.3,0.541,0.671,0.165,1.8,18,10.1,8.3,2.4,1.4,8.6,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5,1,
Cade Cunningham\cunnica01,PG,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,1,
Seth Curry\curryse01,SG,31,TOT,64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.095,0.3,-0.9,-0.6,0.8,1,
Seth Curry\curryse01,SG,31,PHI,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3,3.4,4,0.8,0.2,1.9,2.2,15,13.3,0.603,0.473,0.138,1.2,9.4,5.4,17.7,1.1,0.6,13,18.5,1.7,1.1,2.9,0.088,-0.1,-0.9,-1,0.4,1,
